전표번호,회계일자,계정과목,적요,차변금액,입력자,입력일시
JV01970,2025-10-22,광고선전비,광고선전비 10월 정산분,490000.0,정부장,2025-10-24 18:47:00
JV01531,2025-10-22,잡비,잡비 10월 정산분,997000.0,최사원,2025-10-25 16:37:00
JV01071,2025-10-22,매출,매출 10월 정산분,1627000.0,최사원,2025-10-23 12:09:00
JV00304,2025-10-22,지급수수료,지급수수료 10월 정산분,212000.0,박과장,2025-10-26 11:29:00
JV01823,2025-10-22,지급수수료,지급수수료 10월 정산분,553000.0,박과장,2025-10-25 14:24:00
JV01009,2025-10-23,여비교통비,여비교통비 10월 정산분,2676000.0,이차장,2025-10-23 08:37:00
JV02096,2025-10-23,지급수수료,지급수수료 10월 정산분,82000.0,이차장,2025-10-25 11:20:00
JV02125,2025-10-23,미지급비용,미지급비용 10월 정산분,734000.0,김대리,2025-10-27 10:44:00
JV02618,2025-10-23,매출,매출 10월 정산분,1497000.0,김대리,2025-10-24 16:02:00
JV00234,2025-10-23,지급수수료,지급수수료 10월 정산분,4229000.0,박과장,2025-10-26 16:58:00
JV02095,2025-10-23,접대비,접대비 10월 정산분,415000.0,최사원,2025-10-26 18:36:00
JV00055,2025-10-23,소모품비,소모품비 10월 정산분,13800000.0,정부장,2025-10-25 15:04:00
JV02775,2025-10-24,소모품비,소모품비 10월 정산분,58000.0,김대리,2025-10-26 10:28:00
JV02113,2025-10-24,지급수수료,지급수수료 10월 정산분,28000.0,김대리,2025-10-28 09:21:00
JV02067,2025-10-24,소모품비,소모품비 10월 정산분,177000.0,최사원,2025-10-27 16:10:00
JV01824,2025-10-24,매출원가,매출원가 10월 정산분,236000.0,최사원,2025-10-27 15:38:00
JV01374,2025-10-24,매출원가,매출원가 10월 정산분,2007000.0,김대리,2025-10-25 13:41:00
JV01606,2025-10-24,소모품비,소모품비 10월 정산분,254000.0,이차장,2025-10-24 16:58:00
JV00402,2025-10-24,매출,매출 10월 정산분,410000.0,김대리,2025-10-27 12:04:00
JV02195,2025-10-25,매출원가,매출원가 10월 정산분,6841000.0,이차장,2025-10-29 09:57:00
JV00369,2025-10-25,미지급비용,미지급비용 10월 정산분,249000.0,김대리,2025-10-25 15:20:00
JV00325,2025-10-25,외주가공비,외주가공비 10월 정산분,384000.0,최사원,2025-10-29 10:26:00
JV00571,2025-10-25,지급수수료,지급수수료 10월 정산분,15716000.0,김대리,2025-10-29 11:02:00
JV00356,2025-10-25,소모품비,소모품비 10월 정산분,257000.0,이차장,2025-10-29 15:43:00
JV00114,2025-10-25,지급수수료,지급수수료 10월 정산분,315000.0,김대리,2025-10-29 10:44:00
JV01254,2025-10-25,선급비용,선급비용 10월 정산분,200000.0,최사원,2025-10-25 18:09:00
JV02322,2025-10-25,여비교통비,여비교통비 10월 정산분,230000.0,정부장,2025-10-28 09:27:00
JV01487,2025-10-25,소모품비,소모품비 10월 정산분,579000.0,이차장,2025-10-26 14:17:00
JV02637,2025-10-25,복리후생비,복리후생비 10월 정산분,370000.0,정부장,2025-10-28 16:19:00
JV00240,2025-10-25,여비교통비,여비교통비 10월 정산분,3201000.0,최사원,2025-10-28 16:24:00
JV01444,2025-10-26,미지급비용,미지급비용 10월 정산분,1100000.0,이차장,2025-10-27 12:50:00
JV00021,2025-10-26,외주가공비,외주가공비 10월 정산분,627000.0,이차장,2025-10-30 14:11:00
JV01851,2025-10-26,소모품비,소모품비 10월 정산분,329000.0,김대리,2025-10-26 09:13:00
JV02808,2025-10-26,외주가공비,외주가공비 10월 정산분,1880000.0,박과장,2025-10-29 15:25:00
JV01422,2025-10-26,매출원가,매출원가 10월 정산분,6776000.0,최사원,2025-10-26 08:11:00
JV00906,2025-10-26,매출원가,매출원가 10월 정산분,109000.0,김대리,2025-10-26 08:01:00
JV01142,2025-10-26,소모품비,소모품비 10월 정산분,265000.0,박과장,2025-10-29 16:52:00
JV01030,2025-10-26,여비교통비,여비교통비 10월 정산분,114000.0,이차장,2025-10-28 15:43:00
JV01906,2025-10-26,접대비,접대비 10월 정산분,4388000.0,박과장,2025-10-29 09:59:00
JV01808,2025-10-26,복리후생비,복리후생비 10월 정산분,85000.0,박과장,2025-10-26 11:43:00
JV02278,2025-10-26,매출원가,매출원가 10월 정산분,2909000.0,시스템,2025-10-28 09:15:00
JV01579,2025-10-27,선급비용,선급비용 10월 정산분,215000.0,김대리,2025-10-27 13:00:00
JV02750,2025-10-27,여비교통비,여비교통비 10월 정산분,2066000.0,최사원,2025-10-31 13:12:00
JV00016,2025-10-27,여비교통비,여비교통비 10월 정산분,1008000.0,박과장,2025-10-31 16:06:00
JV00825,2025-10-27,매출원가,매출원가 10월 정산분,2136000.0,김대리,2025-10-31 18:38:00
JV01271,2025-10-27,매출원가,매출원가 10월 정산분,275000.0,이차장,2025-06-21 03:00:00
JV02742,2025-10-27,소모품비,소모품비 10월 정산분,32000.0,최사원,2025-10-27 09:30:00
JV01139,2025-10-28,매출원가,매출원가 10월 정산분,2969000.0,박과장,2025-10-31 09:45:00
JV00057,2025-10-28,광고선전비,광고선전비 10월 정산분,2013000.0,박과장,2025-10-29 12:10:00
JV00458,2025-10-28,매출원가,매출원가 10월 정산분,402000.0,김대리,2025-10-29 11:45:00
JV02818,2025-10-28,복리후생비,복리후생비 10월 정산분,145000.0,시스템,2025-10-29 09:58:00
JV01563,2025-10-28,미지급비용,미지급비용 10월 정산분,753000.0,최사원,2025-10-28 10:22:00
JV01013,2025-10-28,복리후생비,복리후생비 10월 정산분,1909000.0,김대리,2025-11-01 12:14:00
JV01107,2025-10-28,접대비,접대비 10월 정산분,418000.0,박과장,2025-10-28 08:31:00
JV02186,2025-10-28,복리후생비,복리후생비 10월 정산분,170000.0,이차장,2025-10-30 08:11:00
JV01349,2025-10-28,매출,매출 10월 정산분,156000.0,시스템,2025-10-28 14:58:00
JV00727,2025-10-28,외주가공비,외주가공비 10월 정산분,197000.0,이차장,2025-11-01 14:43:00
JV02463,2025-10-29,매출원가,매출원가 10월 정산분,182000.0,박과장,2025-11-02 14:51:00
JV00135,2025-10-29,여비교통비,여비교통비 10월 정산분,115000.0,김대리,2025-10-30 17:58:00
JV02903,2025-10-29,지급수수료,지급수수료 10월 정산분,187000.0,김대리,2025-10-29 10:27:00
JV00753,2025-10-29,외주가공비,외주가공비 10월 정산분,6062000.0,박과장,2025-11-01 15:51:00
JV01425,2025-10-29,접대비,접대비 10월 정산분,1852000.0,이차장,2025-11-02 10:06:00
JV00648,2025-10-29,매출,매출 10월 정산분,1015000.0,최사원,2025-11-01 10:28:00
JV00930,2025-10-29,잡비,잡비 10월 정산분,193000.0,이차장,2025-10-29 11:30:00
JV00903,2025-10-29,복리후생비,복리후생비 10월 정산분,7482000.0,최사원,2025-10-31 08:22:00
JV02503,2025-10-29,접대비,접대비 10월 정산분,572000.0,박과장,2025-10-29 09:15:00
JV02295,2025-10-29,복리후생비,복리후생비 10월 정산분,2356000.0,정부장,2025-11-02 11:20:00
JV00560,2025-10-29,매출원가,매출원가 10월 정산분,67000.0,김대리,2025-10-30 15:52:00
JV02495,2025-10-30,지급수수료,지급수수료 10월 정산분,331000.0,김대리,2025-11-03 10:17:00
JV00439,2025-10-30,여비교통비,여비교통비 10월 정산분,282000.0,박과장,2025-11-01 11:48:00
JV00078,2025-10-30,매출,매출 10월 정산분,163000.0,최사원,2025-10-31 18:54:00
JV02826,2025-10-30,지급수수료,지급수수료 10월 정산분,305000.0,이차장,2025-11-02 13:02:00
JV02819,2025-10-30,외주가공비,외주가공비 10월 정산분,127000.0,최사원,2025-10-31 16:13:00
JV00778,2025-10-30,매출,매출 10월 정산분,3260000.0,이차장,2025-11-02 13:33:00
JV01004,2025-10-30,지급수수료,지급수수료 10월 정산분,39000.0,이차장,2025-11-01 08:31:00
JV01006,2025-10-30,소모품비,소모품비 10월 정산분,287000.0,이차장,2025-10-31 18:05:00
JV02137,2025-10-30,매출원가,매출원가 10월 정산분,279000.0,최사원,2025-11-03 11:03:00
JV02123,2025-10-30,매출,매출 10월 정산분,377000.0,시스템,2025-11-02 13:19:00
JV02407,2025-10-30,매출,매출 10월 정산분,1064000.0,최사원,2025-11-02 08:28:00
JV01443,2025-10-30,여비교통비,여비교통비 10월 정산분,3785000.0,정부장,2025-11-03 16:39:00
JV00540,2025-10-31,지급수수료,지급수수료 10월 정산분,1754000.0,최사원,2025-10-31 10:09:00
JV00951,2025-10-31,매출,매출 10월 정산분,1163000.0,최사원,2025-10-31 12:46:00
JV00498,2025-10-31,매출원가,매출원가 10월 정산분,313000.0,이차장,2025-11-04 15:05:00
JV01977,2025-10-31,미지급비용,미지급비용 10월 정산분,27000.0,시스템,2025-11-02 13:13:00
JV01172,2025-10-31,여비교통비,여비교통비 10월 정산분,1537000.0,이차장,2025-11-01 11:18:00
JV00285,2025-10-31,여비교통비,여비교통비 10월 정산분,83000.0,박과장,2025-11-03 14:03:00
JV02332,2025-10-31,복리후생비,복리후생비 10월 정산분,5345000.0,최사원,2025-10-31 15:08:00
JV01645,2025-10-31,지급수수료,지급수수료 10월 정산분,769000.0,이차장,2025-11-03 08:04:00
JV00632,2025-10-31,매출원가,매출원가 10월 정산분,600000.0,박과장,2025-11-04 08:32:00
JV02897,2025-10-31,여비교통비,여비교통비 10월 정산분,168000.0,최사원,2025-11-01 09:05:00
JV01321,2025-11-01,광고선전비,광고선전비 11월 정산분,9285000.0,이차장,2025-11-02 11:35:00
JV02341,2025-11-01,외주가공비,외주가공비 11월 정산분,61000.0,박과장,2025-11-02 13:49:00
JV02837,2025-11-01,접대비,접대비 11월 정산분,1010000.0,김대리,2025-11-01 12:47:00
JV01896,2025-11-01,매출,매출 11월 정산분,540000.0,김대리,2025-11-04 13:39:00
JV00893,2025-11-01,접대비,접대비 11월 정산분,506000.0,박과장,2025-11-02 13:04:00
JV00834,2025-11-01,외주가공비,외주가공비 11월 정산분,476000.0,김대리,2025-11-05 09:08:00
JV00781,2025-11-01,미지급비용,미지급비용 11월 정산분,5525000.0,김대리,2025-11-04 11:13:00
JV02389,2025-11-01,매출원가,매출원가 11월 정산분,4363000.0,최사원,2025-11-05 13:41:00
JV00007,2025-11-01,복리후생비,복리후생비 11월 정산분,602000.0,최사원,2025-11-02 16:34:00
JV01595,2025-11-02,접대비,접대비 11월 정산분,1474000.0,이차장,2025-11-04 11:55:00
JV01771,2025-11-02,소모품비,소모품비 11월 정산분,172000.0,박과장,2025-11-03 09:02:00
JV02570,2025-11-02,외주가공비,외주가공비 11월 정산분,1048000.0,박과장,2025-11-06 10:29:00
JV00799,2025-11-02,선급비용,선급비용 11월 정산분,304000.0,김대리,2025-11-04 11:09:00
JV01837,2025-11-03,복리후생비,복리후생비 11월 정산분,157000.0,이차장,2025-11-05 11:13:00
JV02693,2025-11-03,복리후생비,복리후생비 11월 정산분,597000.0,박과장,2025-11-05 17:51:00
JV02935,2025-11-03,매출,매출 11월 정산분,367000.0,김대리,2025-11-05 17:02:00
JV00359,2025-11-03,선급비용,선급비용 11월 정산분,152000.0,김대리,2025-11-03 08:24:00
JV00326,2025-11-03,소모품비,소모품비 11월 정산분,1150000.0,최사원,2025-11-04 10:08:00
JV02812,2025-11-03,광고선전비,광고선전비 11월 정산분,44000.0,박과장,2025-11-07 17:12:00
JV00537,2025-11-04,복리후생비,복리후생비 11월 정산분,312000.0,이차장,2025-11-04 17:04:00
JV02453,2025-11-04,접대비,접대비 11월 정산분,6175000.0,최사원,2025-11-04 09:12:00
JV01427,2025-11-04,매출원가,매출원가 11월 정산분,32515000.0,박과장,2025-11-04 13:29:00
JV01741,2025-11-04,매출,매출 11월 정산분,7181000.0,박과장,2025-11-06 15:11:00
JV00596,2025-11-04,미지급비용,미지급비용 11월 정산분,385000.0,김대리,2025-11-04 13:53:00
JV00709,2025-11-04,미지급비용,미지급비용 11월 정산분,79000.0,이차장,2025-11-08 17:22:00
JV02436,2025-11-04,여비교통비,여비교통비 11월 정산분,322000.0,최사원,2025-11-06 11:30:00
JV01355,2025-11-04,잡비,잡비 11월 정산분,148000.0,이차장,2025-11-08 17:22:00
JV00493,2025-11-04,선급비용,선급비용 11월 정산분,6722000.0,최사원,2025-11-06 16:45:00
JV00423,2025-11-04,광고선전비,광고선전비 11월 정산분,3033000.0,김대리,2025-11-08 18:21:00
JV00152,2025-11-05,접대비,접대비 11월 정산분,181000.0,최사원,2025-11-06 13:57:00
JV00151,2025-11-05,매출원가,매출원가 11월 정산분,177000.0,시스템,2025-11-05 13:42:00
JV00043,2025-11-05,여비교통비,여비교통비 11월 정산분,1241000.0,김대리,2025-11-05 11:31:00
JV00673,2025-11-05,외주가공비,외주가공비 11월 정산분,3752000.0,김대리,2025-11-08 16:41:00
JV00934,2025-11-05,매출,매출 11월 정산분,1177000.0,이차장,2025-11-05 18:35:00
JV00803,2025-11-05,지급수수료,지급수수료 11월 정산분,150000.0,최사원,2025-11-08 09:59:00
JV02153,2025-11-05,복리후생비,복리후생비 11월 정산분,812000.0,박과장,2025-11-06 18:01:00
JV00620,2025-11-05,소모품비,소모품비 11월 정산분,1489000.0,박과장,2025-11-07 15:31:00
JV00529,2025-11-05,잡비,잡비 11월 정산분,100000.0,김대리,2025-11-06 12:10:00
JV01599,2025-11-06,잡비,잡비 11월 정산분,3873000.0,최사원,2025-11-07 17:02:00
JV02336,2025-11-06,선급비용,선급비용 11월 정산분,759000.0,김대리,2025-11-08 10:22:00
JV01123,2025-11-06,매출원가,매출원가 11월 정산분,193000.0,김대리,2025-11-09 10:43:00
JV02572,2025-11-06,선급비용,선급비용 11월 정산분,141000.0,김대리,2025-11-06 16:12:00
JV00237,2025-11-06,미지급비용,미지급비용 11월 정산분,1098000.0,박과장,2025-11-06 16:14:00
JV00088,2025-11-06,외주가공비,외주가공비 11월 정산분,118000.0,시스템,2025-11-09 17:15:00
JV01454,2025-11-06,매출원가,매출원가 11월 정산분,618000.0,이차장,2025-11-09 13:59:00
JV01264,2025-11-06,매출,매출 11월 정산분,86000.0,박과장,2025-11-08 18:58:00
JV00239,2025-11-06,외주가공비,외주가공비 11월 정산분,9990000.0,이차장,2025-11-06 16:56:00
JV00784,2025-11-07,광고선전비,광고선전비 11월 정산분,2032000.0,김대리,2025-11-07 18:52:00
JV01565,2025-11-07,복리후생비,복리후생비 11월 정산분,1527000.0,김대리,2025-11-08 11:23:00
JV01834,2025-11-07,소모품비,소모품비 11월 정산분,198000.0,김대리,2025-11-08 15:40:00
JV02846,2025-11-07,외주가공비,외주가공비 11월 정산분,9950000.0,이차장,2025-11-11 11:23:00
JV01202,2025-11-07,여비교통비,여비교통비 11월 정산분,192000.0,박과장,2025-11-08 18:18:00
JV02069,2025-11-07,매출원가,매출원가 11월 정산분,741000.0,박과장,2025-11-07 10:46:00
JV00561,2025-11-07,외주가공비,외주가공비 11월 정산분,2706000.0,김대리,2025-11-09 16:49:00
JV02898,2025-11-08,매출,매출 11월 정산분,15309000.0,최사원,2025-11-12 12:00:00
JV02978,2025-11-08,여비교통비,여비교통비 11월 정산분,597000.0,최사원,2025-11-08 11:18:00
JV01226,2025-11-08,지급수수료,지급수수료 11월 정산분,20268000.0,김대리,2025-11-11 15:40:00
JV00511,2025-11-08,지급수수료,지급수수료 11월 정산분,9075000.0,정부장,2025-11-08 16:45:00
JV90014,2025-11-08,지급수수료,지급수수료 11월 정산분,20268000.0,김대리,2025-11-11 15:40:00
JV00721,2025-11-08,매출원가,매출원가 11월 정산분,725000.0,박과장,2025-11-10 11:03:00
JV01171,2025-11-08,매출,매출 11월 정산분,1929000.0,최사원,2025-11-09 09:26:00
JV00418,2025-11-08,매출원가,매출원가 11월 정산분,1484000.0,박과장,2025-11-09 14:44:00
JV01347,2025-11-09,지급수수료,지급수수료 11월 정산분,231000.0,최사원,2025-11-09 11:49:00
JV00667,2025-11-09,매출원가,매출원가 11월 정산분,1736000.0,박과장,2025-11-12 13:23:00
JV00045,2025-11-09,여비교통비,여비교통비 11월 정산분,4499000.0,시스템,2025-11-12 16:33:00
JV00981,2025-11-09,외주가공비,외주가공비 11월 정산분,731000.0,이차장,2025-11-11 17:10:00
JV00543,2025-11-09,지급수수료,지급수수료 11월 정산분,1937000.0,김대리,2025-11-12 11:21:00
JV02232,2025-11-09,여비교통비,여비교통비 11월 정산분,123000.0,박과장,2025-06-07 01:00:00
JV01939,2025-11-09,광고선전비,광고선전비 11월 정산분,501000.0,최사원,2025-11-11 10:13:00
JV00773,2025-11-09,광고선전비,광고선전비 11월 정산분,3986000.0,이차장,2025-11-10 14:13:00
JV00399,2025-11-10,선급비용,선급비용 11월 정산분,415000.0,최사원,2025-11-12 11:38:00
JV01691,2025-11-10,외주가공비,외주가공비 11월 정산분,4802000.0,박과장,2025-11-13 16:57:00
JV01952,2025-11-10,여비교통비,여비교통비 11월 정산분,168000.0,박과장,2025-11-10 17:48:00
JV01312,2025-11-10,소모품비,소모품비 11월 정산분,4526000.0,최사원,2025-11-11 13:52:00
JV01059,2025-11-10,외주가공비,외주가공비 11월 정산분,13900000.0,최사원,2025-11-14 16:18:00
JV00945,2025-11-10,외주가공비,외주가공비 11월 정산분,448000.0,박과장,2025-11-11 16:02:00
JV01515,2025-11-10,매출원가,매출원가 11월 정산분,614000.0,정부장,2025-11-11 09:08:00
JV02525,2025-11-10,복리후생비,복리후생비 11월 정산분,715000.0,박과장,2025-11-10 15:53:00
JV02493,2025-11-10,접대비,접대비 11월 정산분,2648000.0,박과장,2025-11-14 10:25:00
JV00434,2025-11-11,복리후생비,복리후생비 11월 정산분,436000.0,박과장,2025-11-15 12:21:00
JV00946,2025-11-11,매출,매출 11월 정산분,208000.0,최사원,2025-11-12 12:07:00
JV00714,2025-11-11,매출원가,매출원가 11월 정산분,1685000.0,김대리,2025-11-11 08:53:00
JV02033,2025-11-11,지급수수료,지급수수료 11월 정산분,416000.0,김대리,2025-11-11 08:36:00
JV02434,2025-11-11,접대비,접대비 11월 정산분,876000.0,박과장,2025-11-11 10:25:00
JV01309,2025-11-11,매출원가,매출원가 11월 정산분,1627000.0,김대리,2025-11-13 08:56:00
JV01280,2025-11-11,소모품비,소모품비 11월 정산분,1126000.0,최사원,2025-11-13 13:20:00
JV01358,2025-11-12,매출원가,매출원가 11월 정산분,221000.0,김대리,2025-11-14 10:09:00
JV01539,2025-11-12,매출,매출 11월 정산분,561000.0,정부장,2025-11-13 17:21:00
JV02868,2025-11-12,지급수수료,지급수수료 11월 정산분,57000.0,김대리,2025-11-12 17:02:00
JV00217,2025-11-12,지급수수료,지급수수료 11월 정산분,766000.0,정부장,2025-11-15 14:19:00
JV02951,2025-11-12,소모품비,소모품비 11월 정산분,53000.0,최사원,2025-11-15 11:55:00
JV02110,2025-11-12,매출원가,매출원가 11월 정산분,446000.0,김대리,2025-11-12 18:42:00
JV02365,2025-11-12,여비교통비,여비교통비 11월 정산분,2482000.0,김대리,2025-11-15 15:03:00
JV02523,2025-11-13,접대비,접대비 11월 정산분,3048000.0,최사원,2025-11-14 09:50:00
JV01360,2025-11-13,선급비용,선급비용 11월 정산분,2485000.0,김대리,2025-11-17 15:07:00
JV00243,2025-11-13,매출원가,매출원가 11월 정산분,4273000.0,김대리,2025-11-16 09:28:00
JV01113,2025-11-13,지급수수료,지급수수료 11월 정산분,8339000.0,김대리,2025-11-13 11:10:00
JV00263,2025-11-13,매출원가,매출원가 11월 정산분,2439000.0,시스템,2025-11-17 10:31:00
JV00549,2025-11-13,지급수수료,지급수수료 11월 정산분,940000.0,김대리,2025-11-13 08:37:00
JV01840,2025-11-13,외주가공비,외주가공비 11월 정산분,231000.0,박과장,2025-06-21 03:00:00
JV01865,2025-11-13,여비교통비,여비교통비 11월 정산분,134000.0,김대리,2025-11-13 15:28:00
JV00466,2025-11-13,외주가공비,외주가공비 11월 정산분,567000.0,김대리,2025-11-16 08:36:00
JV00994,2025-11-13,매출원가,매출원가 11월 정산분,224000.0,박과장,2025-11-15 10:58:00
JV02254,2025-11-14,잡비,잡비 11월 정산분,132000.0,박과장,2025-11-18 14:34:00
JV02202,2025-11-14,접대비,접대비 11월 정산분,15309000.0,최사원,2025-11-15 13:49:00
JV02600,2025-11-14,지급수수료,지급수수료 11월 정산분,185000.0,이차장,2025-11-14 09:36:00
JV02002,2025-11-14,접대비,접대비 11월 정산분,354000.0,최사원,2025-11-17 09:10:00
JV01858,2025-11-14,광고선전비,광고선전비 11월 정산분,857000.0,박과장,2025-11-15 18:58:00
JV01589,2025-11-14,접대비,접대비 11월 정산분,1267000.0,시스템,2025-11-18 11:27:00
JV00012,2025-11-15,소모품비,소모품비 11월 정산분,2044000.0,이차장,2025-11-19 15:19:00
JV01767,2025-11-15,지급수수료,지급수수료 11월 정산분,3806000.0,김대리,2025-11-19 16:37:00
JV00100,2025-11-15,외주가공비,외주가공비 11월 정산분,555000.0,김대리,2025-11-16 12:38:00
JV01498,2025-11-15,소모품비,소모품비 11월 정산분,3444000.0,정부장,2025-11-19 15:55:00
JV02144,2025-11-15,매출원가,매출원가 11월 정산분,259000.0,박과장,2025-11-19 17:22:00
JV00210,2025-11-15,매출원가,매출원가 11월 정산분,2136000.0,박과장,2025-11-19 08:10:00
JV01901,2025-11-15,소모품비,소모품비 11월 정산분,6593000.0,정부장,2025-11-19 17:03:00
JV90008,2025-11-15,외주가공비,외주가공비 11월 정산분,555000.0,김대리,2025-11-16 12:38:00
JV00738,2025-11-15,지급수수료,지급수수료 11월 정산분,126000.0,박과장,2025-11-19 15:22:00
JV02246,2025-11-15,지급수수료,지급수수료 11월 정산분,21317000.0,박과장,2025-11-19 08:35:00
JV02756,2025-11-15,잡비,잡비 11월 정산분,5066000.0,박과장,2025-11-16 11:45:00
JV00519,2025-11-16,매출,매출 11월 정산분,294000.0,최사원,2025-11-20 14:39:00
JV02277,2025-11-16,잡비,잡비 11월 정산분,1998000.0,김대리,2025-11-20 08:06:00
JV00184,2025-11-16,외주가공비,외주가공비 11월 정산분,1000000.0,박과장,2025-11-17 18:50:00
JV00605,2025-11-16,지급수수료,지급수수료 11월 정산분,83000.0,김대리,2025-11-17 15:45:00
JV00146,2025-11-16,매출,매출 11월 정산분,3327000.0,김대리,2025-11-20 17:17:00
JV00888,2025-11-17,소모품비,소모품비 11월 정산분,2464000.0,김대리,2025-11-21 13:15:00
JV00366,2025-11-17,접대비,접대비 11월 정산분,105000.0,이차장,2025-11-18 09:17:00
JV01859,2025-11-17,여비교통비,여비교통비 11월 정산분,611000.0,이차장,2025-11-17 13:36:00
JV02579,2025-11-17,미지급비용,미지급비용 11월 정산분,476000.0,박과장,2025-11-19 18:17:00
JV02350,2025-11-17,외주가공비,외주가공비 11월 정산분,1481000.0,박과장,2025-11-17 09:42:00
JV00288,2025-11-17,미지급비용,미지급비용 11월 정산분,241000.0,최사원,2025-11-20 10:42:00
JV01493,2025-11-17,소모품비,소모품비 11월 정산분,1457000.0,박과장,2025-11-20 16:56:00
JV02064,2025-11-17,매출,매출 11월 정산분,3291000.0,정부장,2025-11-19 18:29:00
JV02004,2025-11-17,지급수수료,지급수수료 11월 정산분,1433000.0,김대리,2025-11-17 13:09:00
JV01723,2025-11-18,여비교통비,여비교통비 11월 정산분,227000.0,김대리,2025-11-19 11:19:00
JV01935,2025-11-18,소모품비,소모품비 11월 정산분,295000.0,박과장,2025-11-22 18:11:00
JV00925,2025-11-18,소모품비,소모품비 11월 정산분,1828000.0,김대리,2025-11-18 10:48:00
JV00774,2025-11-18,복리후생비,복리후생비 11월 정산분,15438000.0,최사원,2025-11-20 13:30:00
JV02294,2025-11-18,소모품비,소모품비 11월 정산분,3351000.0,김대리,2025-11-22 11:22:00
JV00485,2025-11-18,매출원가,매출원가 11월 정산분,64000.0,박과장,2025-11-22 17:12:00
JV00084,2025-11-18,광고선전비,광고선전비 11월 정산분,654000.0,최사원,2025-11-18 18:40:00
JV00071,2025-11-18,접대비,접대비 11월 정산분,848000.0,김대리,2025-11-22 10:37:00
JV01481,2025-11-18,소모품비,소모품비 11월 정산분,281000.0,박과장,2025-11-22 14:30:00
JV02931,2025-11-19,소모품비,소모품비 11월 정산분,645000.0,이차장,2025-11-21 16:16:00
JV00986,2025-11-19,매출원가,매출원가 11월 정산분,762000.0,김대리,2025-11-20 13:11:00
JV02183,2025-11-19,접대비,접대비 11월 정산분,1772000.0,김대리,2025-11-20 13:30:00
JV01421,2025-11-19,매출원가,매출원가 11월 정산분,261000.0,김대리,2025-11-22 16:52:00
JV00548,2025-11-19,잡비,잡비 11월 정산분,3442000.0,김대리,2025-11-20 11:53:00
JV00442,2025-11-19,매출원가,매출원가 11월 정산분,13335000.0,김대리,2025-11-21 15:35:00
JV00170,2025-11-19,외주가공비,외주가공비 11월 정산분,880000.0,김대리,2025-11-19 09:04:00
JV02509,2025-11-19,지급수수료,지급수수료 11월 정산분,1135000.0,박과장,2025-11-22 13:55:00
JV01348,2025-11-19,소모품비,소모품비 11월 정산분,831000.0,박과장,2025-11-22 18:17:00
JV01164,2025-11-20,여비교통비,여비교통비 11월 정산분,1664000.0,정부장,2025-11-23 16:43:00
JV02133,2025-11-20,지급수수료,지급수수료 11월 정산분,1466000.0,김대리,2025-11-20 08:40:00
JV01051,2025-11-20,복리후생비,복리후생비 11월 정산분,1269000.0,박과장,2025-11-24 16:32:00
JV02315,2025-11-20,외주가공비,외주가공비 11월 정산분,9990000.0,이차장,2025-11-23 14:58:00
JV02316,2025-11-20,매출,매출 11월 정산분,267000.0,시스템,2025-11-23 15:18:00
JV01542,2025-11-20,복리후생비,복리후생비 11월 정산분,638000.0,박과장,2025-11-24 15:51:00
JV02575,2025-11-20,외주가공비,외주가공비 11월 정산분,474000.0,최사원,2025-11-24 17:42:00
JV02356,2025-11-20,지급수수료,지급수수료 11월 정산분,2256000.0,이차장,2025-11-21 08:34:00
JV01755,2025-11-21,광고선전비,광고선전비 11월 정산분,975000.0,박과장,2025-11-23 15:16:00
JV00980,2025-11-21,소모품비,소모품비 11월 정산분,32000.0,이차장,2025-11-25 16:25:00
JV02411,2025-11-21,매출원가,매출원가 11월 정산분,488000.0,김대리,2025-11-25 08:13:00
JV02259,2025-11-21,소모품비,소모품비 11월 정산분,2339000.0,최사원,2025-11-23 11:37:00
JV00694,2025-11-21,잡비,잡비 11월 정산분,154000.0,최사원,2025-11-23 13:36:00
JV00583,2025-11-21,접대비,접대비 11월 정산분,1459000.0,정부장,2025-11-25 12:53:00
JV02654,2025-11-21,선급비용,선급비용 11월 정산분,531000.0,김대리,2025-11-24 18:54:00
JV00367,2025-11-21,소모품비,소모품비 11월 정산분,1596000.0,이차장,2025-11-23 17:38:00
JV02250,2025-11-21,매출원가,매출원가 11월 정산분,679000.0,이차장,2025-11-23 17:16:00
JV02419,2025-11-21,여비교통비,여비교통비 11월 정산분,235000.0,시스템,2025-11-23 18:01:00
JV02474,2025-11-21,매출원가,매출원가 11월 정산분,677000.0,김대리,2025-11-25 13:44:00
JV01045,2025-11-21,매출원가,매출원가 11월 정산분,1252000.0,김대리,2025-11-23 11:02:00
JV01992,2025-11-21,접대비,접대비 11월 정산분,4679000.0,김대리,2025-11-22 12:30:00
JV02712,2025-11-22,광고선전비,광고선전비 11월 정산분,394000.0,정부장,2025-11-22 09:29:00
JV01612,2025-11-22,외주가공비,외주가공비 11월 정산분,1246000.0,김대리,2025-11-22 16:03:00
JV01335,2025-11-22,여비교통비,여비교통비 11월 정산분,3097000.0,최사원,2025-11-26 12:07:00
JV00468,2025-11-22,소모품비,소모품비 11월 정산분,236000.0,최사원,2025-06-14 01:00:00
JV02263,2025-11-22,여비교통비,여비교통비 11월 정산분,197000.0,박과장,2025-11-26 15:22:00
JV01897,2025-11-22,소모품비,소모품비 11월 정산분,918000.0,최사원,2025-11-25 11:07:00
